,Input.ID_in_set,Input.ID,Input.set,Input.topic,Answer.label.label,guideline,gender,political_orientation,age,english_proficiency,ethnicity,education,speaks_other_language,qualification,binary_labels
6699,953,99,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6700,413,100,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6701,1857,101,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6702,1494,102,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6703,666,103,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6704,1516,104,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6705,1455,105,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6706,858,106,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6707,1093,107,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6708,292,108,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6709,700,109,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6710,1002,110,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6711,669,111,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6712,1893,112,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6713,1554,113,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6714,1105,114,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6715,899,115,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6716,1328,116,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6717,229,117,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6718,938,118,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6719,131,119,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6720,1292,120,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6721,1643,121,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6722,1096,122,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6723,271,123,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6724,864,124,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6725,1288,125,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6726,870,126,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6727,2044,127,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6728,1620,128,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6729,1879,129,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6730,585,130,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6731,1084,131,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6732,1010,132,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6733,1076,133,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6734,1754,134,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6735,1635,135,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6736,1482,136,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6737,898,137,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6738,566,138,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6739,2087,139,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6740,2021,140,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6741,372,141,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6742,192,142,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6743,449,143,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6744,626,144,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6745,655,145,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6746,1729,146,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6747,260,147,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6748,1576,148,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6749,1563,149,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6750,1917,150,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6751,2167,151,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6752,1029,152,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6753,47,153,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6754,469,154,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6755,1092,155,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6756,1202,156,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6757,1780,157,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6758,647,158,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6759,1858,159,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6760,13,160,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6761,1078,161,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6762,2050,162,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6763,731,163,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6764,2079,164,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6765,435,165,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6766,1222,166,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6767,1531,167,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6768,661,168,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6769,2172,169,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6770,2,170,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6771,1327,171,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6772,2001,172,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6773,79,173,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6774,458,174,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6775,1486,175,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6776,1259,176,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6777,980,177,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6778,237,178,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6779,986,179,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6780,350,180,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6781,1990,181,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6782,283,182,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6783,2181,183,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6784,515,184,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6785,525,185,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6786,1946,186,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6787,676,187,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6788,1085,188,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6789,2161,189,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6790,1733,190,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6791,867,191,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6792,823,192,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6793,1276,193,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6794,1634,194,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6795,1529,195,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6796,1794,196,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6797,2119,197,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6798,1849,198,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6799,495,199,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6800,1015,200,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6801,920,201,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6802,262,202,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6803,1384,203,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6804,86,204,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6805,942,205,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6806,29,206,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6807,290,207,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6808,241,208,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6809,937,209,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6810,276,210,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6811,128,211,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6812,1353,212,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6813,2105,213,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6814,974,214,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6815,1140,215,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6816,1988,216,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6817,877,217,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6818,541,218,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6819,1936,219,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6820,995,220,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6821,1937,221,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6822,1667,222,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6823,779,223,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6824,386,224,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6825,397,225,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6826,1765,226,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6827,1451,227,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6828,1734,228,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6829,1683,229,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6830,1912,230,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6831,221,231,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6832,403,232,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6833,248,233,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6834,1649,234,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6835,1389,235,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6836,447,236,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6837,1018,237,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6838,784,238,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6839,1837,239,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6840,574,240,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6841,751,241,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6842,1894,242,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6843,1023,243,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6844,308,244,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6845,1815,245,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6846,401,246,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6847,207,247,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6848,60,248,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6849,382,249,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6850,968,250,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6851,681,251,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6852,1664,252,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6853,1989,253,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6854,1971,254,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6855,875,255,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6856,1642,256,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6857,240,257,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6858,674,258,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6859,1552,259,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6860,8,260,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6861,1599,261,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6862,1086,262,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6863,1863,263,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6864,1168,264,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6865,1732,265,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6866,1993,266,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6867,634,267,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6868,777,268,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6869,1215,269,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6870,891,270,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6871,239,271,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6872,249,272,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6873,1284,273,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6874,234,274,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6875,205,275,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6876,1952,276,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6877,2059,277,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6878,2175,278,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6879,644,279,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6880,232,280,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6881,2080,281,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6882,328,282,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6883,761,283,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6884,280,284,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6885,278,285,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6886,963,286,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6887,1653,287,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6888,491,288,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6889,1008,289,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6890,162,290,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6891,335,291,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6892,1717,292,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6893,2141,293,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6894,1295,294,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6895,1068,295,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6896,836,296,train,cloning,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6897,1286,297,train,cloning,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6898,977,298,train,cloning,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6899,1087,299,train,cloning,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6900,0,300,val,minimum wage,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6901,1,301,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6902,2,302,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6903,3,303,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6904,4,304,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6905,5,305,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6906,6,306,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6907,7,307,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6908,8,308,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6909,9,309,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6910,10,310,val,minimum wage,CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,1
6911,11,311,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6912,12,312,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6913,13,313,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6914,14,314,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6915,15,315,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6916,16,316,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6917,17,317,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6918,18,318,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6919,19,319,val,minimum wage,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6920,20,320,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6921,21,321,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6922,22,322,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6923,23,323,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6924,24,324,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6925,25,325,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6926,26,326,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6927,27,327,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6928,28,328,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6929,29,329,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6930,30,330,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6931,31,331,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6932,32,332,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6933,33,333,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6934,34,334,val,minimum wage,NO CLAIM,1,female,7,21_30,very_well,2,2.0,yes,2,0
6935,35,335,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6936,36,336,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6937,37,337,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6938,38,338,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6939,39,339,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6940,40,340,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6941,41,341,val,minimum wage,NO CLAIM,1,female,6,41_50,very_well,0 1 4,2.0,no,2,0
6942,42,342,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6943,43,343,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6944,44,344,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6945,45,345,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6946,46,346,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6947,47,347,val,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6948,48,348,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6949,49,349,val,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6950,810,350,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6951,268,351,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6952,1375,352,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6953,1321,353,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6954,614,354,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6955,936,355,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6956,647,356,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6957,1539,357,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6958,148,358,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6959,19,359,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6960,938,360,train,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6961,1272,361,train,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6962,1153,362,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6963,204,363,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6964,150,364,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6965,1101,365,train,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6966,436,366,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6967,1036,367,train,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6968,543,368,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6969,271,369,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6970,714,370,train,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6971,140,371,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6972,500,372,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6973,756,373,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6974,583,374,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6975,323,375,train,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6976,897,376,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6977,1707,377,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6978,1112,378,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
6979,1440,379,train,minimum wage,NO CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,0
6980,619,380,train,minimum wage,CLAIM,1,female,9,51_or_over,very_well,0,9.0,yes,2,1
