,sentence_id,topic,label,age,education,ethnicity,pol_alignment,english_proficiency,second_lang,guideline,binary_label,pol,group,gender,orig_labels,orig_labels_binary,Input.ID_in_set,Input.set,Input.ID
8590,1391,cloning,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,1733,train,190
8591,1392,cloning,Non-argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,867,train,191
8592,1393,cloning,Supporting argument,51 or above,Some college but no degree,Black or African American,0.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,823,train,192
8593,1394,cloning,Non-argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1276,train,193
8594,1395,cloning,Non-argument,20 or below,Some college but no degree,White,6.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1634,train,194
8595,1396,cloning,Opposing argument,21-30,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1529,train,195
8596,1397,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1794,train,196
8597,1398,cloning,Opposing argument,41-50,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,2119,train,197
8598,1399,cloning,Opposing argument,41-50,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",9.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,1849,train,198
8599,1400,cloning,Non-argument,20 or below,Some college but no degree,Native Hawaiian or Pacific Islander,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,495,train,199
8600,1401,cloning,Supporting argument,51 or above,Some college but no degree,Black or African American,0.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,1015,train,200
8601,1402,cloning,Non-argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,920,train,201
8602,1403,cloning,Opposing argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,262,train,202
8603,1404,cloning,Opposing argument,31-40,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1384,train,203
8604,1405,cloning,Non-argument,21-30,Some college but no degree,White,9.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,86,train,204
8605,1406,cloning,Non-argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,942,train,205
8606,1407,cloning,Non-argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Well,No,3,0,conservative,FC,female,NoArgument,0,29,train,206
8607,1408,cloning,Non-argument,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,290,train,207
8608,1409,cloning,Supporting argument,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,241,train,208
8609,1410,cloning,Supporting argument,21-30,Some college but no degree,White,9.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,937,train,209
8610,1411,cloning,Opposing argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,276,train,210
8611,1412,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,128,train,211
8612,1413,cloning,Opposing argument,51 or above,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Black or African American",9.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,1353,train,212
8613,1414,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,2105,train,213
8614,1415,cloning,Non-argument,20 or below,Some college but no degree,Asian,6.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,974,train,214
8615,1416,cloning,Supporting argument,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1140,train,215
8616,1417,cloning,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1988,train,216
8617,1418,cloning,Non-argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,877,train,217
8618,1419,cloning,Opposing argument,21-30,Some college but no degree,White,9.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,541,train,218
8619,1420,cloning,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1936,train,219
8620,1421,cloning,Non-argument,51 or above,"Professional School Degree (For example: MD,DDS,DVM,LLB,JD)",White,8.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,995,train,220
8621,1422,cloning,Supporting argument,21-30,Associate degree in college - Academic program,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1937,train,221
8622,1423,cloning,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,1667,train,222
8623,1424,cloning,Supporting argument,21-30,Associate degree in college - Academic program,White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,779,train,223
8624,1425,cloning,Supporting argument,21-30,Some college but no degree,White,5.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,386,train,224
8625,1426,cloning,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,397,train,225
8626,1427,cloning,Opposing argument,21-30,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1765,train,226
8627,1428,cloning,Supporting argument,51 or above,Some college but no degree,Black or African American,0.0,Very well,Yes,3,1,conservative,FC,female,Argument_for,1,1451,train,227
8628,1429,cloning,Non-argument,31-40,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1734,train,228
8629,1430,cloning,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,1683,train,229
8630,1431,cloning,Supporting argument,20 or below,Some college but no degree,Native Hawaiian or Pacific Islander,9.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,1912,train,230
8631,1432,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,221,train,231
8632,1433,cloning,Supporting argument,21-30,Some college but no degree,White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,403,train,232
8633,1434,cloning,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,248,train,233
8634,1435,cloning,Non-argument,31-40,Some college but no degree,White,8.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,1649,train,234
8635,1436,cloning,Non-argument,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1389,train,235
8636,1437,cloning,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,447,train,236
8637,1438,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1018,train,237
8638,1439,cloning,Supporting argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,784,train,238
8639,1440,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1837,train,239
8640,1441,cloning,Supporting argument,21-30,Associate degree in college - Academic program,White,10.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,574,train,240
8641,1442,cloning,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,751,train,241
8642,1443,cloning,Non-argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Well,No,3,0,conservative,FC,female,NoArgument,0,1894,train,242
8643,1444,cloning,Opposing argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1023,train,243
8644,1445,cloning,Supporting argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Well,No,3,1,conservative,FC,female,Argument_against,1,308,train,244
8645,1446,cloning,Opposing argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1815,train,245
8646,1447,cloning,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,401,train,246
8647,1448,cloning,Opposing argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,207,train,247
8648,1449,cloning,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,60,train,248
8649,1450,cloning,Supporting argument,51 or above,Associate degree in college - Academic program,White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,382,train,249
8650,1451,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,968,train,250
8651,1452,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,681,train,251
8652,1453,cloning,Non-argument,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1664,train,252
8653,1454,cloning,Non-argument,31-40,Some college but no degree,White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1989,train,253
8654,1455,cloning,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,1971,train,254
8655,1456,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,875,train,255
8656,1457,cloning,Non-argument,21-30,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1642,train,256
8657,1458,cloning,Supporting argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,240,train,257
8658,1459,cloning,Opposing argument,21-30,Associate degree in college - Academic program,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,674,train,258
8659,1460,cloning,Opposing argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,4.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,1552,train,259
8660,1461,cloning,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,8,train,260
8661,1462,cloning,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,1599,train,261
8662,1463,cloning,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1086,train,262
8663,1464,cloning,Opposing argument,21-30,Associate degree in college - Academic program,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,1863,train,263
8664,1465,cloning,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1168,train,264
8665,1466,cloning,Opposing argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1732,train,265
8666,1467,cloning,Supporting argument,21-30,Some college but no degree,White,9.0,Very well,Yes,3,1,conservative,FC,female,Argument_for,1,1993,train,266
8667,1468,cloning,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,634,train,267
8668,1469,cloning,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,777,train,268
8669,1470,cloning,Supporting argument,31-40,Some college but no degree,White,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1215,train,269
8670,1471,cloning,Opposing argument,21-30,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,891,train,270
8671,1472,cloning,Opposing argument,51 or above,Associate degree in college - Academic program,White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,239,train,271
8672,1473,cloning,Opposing argument,20 or below,Some college but no degree,Asian,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,249,train,272
8673,1474,cloning,Opposing argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1284,train,273
8674,1475,cloning,Non-argument,31-40,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,234,train,274
8675,1476,cloning,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,205,train,275
8676,1477,cloning,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,1952,train,276
8677,1478,cloning,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,2059,train,277
8678,1479,cloning,Opposing argument,21-30,Associate degree in college - Academic program,White,10.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,2175,train,278
8679,1480,cloning,Opposing argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Well,No,3,1,conservative,FC,female,Argument_against,1,644,train,279
8680,1481,cloning,Supporting argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,232,train,280
8681,1482,cloning,Supporting argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,2080,train,281
8682,1483,cloning,Supporting argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,328,train,282
8683,1484,cloning,Non-argument,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,761,train,283
8684,1485,cloning,Non-argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,280,train,284
8685,1486,cloning,Non-argument,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,278,train,285
8686,1487,cloning,Supporting argument,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,963,train,286
8687,1488,cloning,Non-argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1653,train,287
8688,1489,cloning,Opposing argument,51 or above,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Black or African American",9.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,491,train,288
8689,1490,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1008,train,289
8690,1491,cloning,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,162,train,290
8691,1492,cloning,Opposing argument,20 or below,Some college but no degree,White,10.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,335,train,291
8692,1493,cloning,Opposing argument,41-50,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",9.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,1717,train,292
8693,1494,cloning,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,4.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,2141,train,293
8694,1495,cloning,Opposing argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1295,train,294
8695,1496,cloning,Opposing argument,21-30,Some college but no degree,White,5.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1068,train,295
8696,1497,cloning,Supporting argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,9.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,836,train,296
8697,1498,cloning,Opposing argument,21-30,Some college but no degree,White,7.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1286,train,297
8698,1499,cloning,Opposing argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,977,train,298
8699,1500,cloning,Opposing argument,20 or below,Some college but no degree,White,10.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,1087,train,299
8700,1501,minimum wage,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,0,val,300
8701,1502,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,1,val,301
8702,1503,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,2,val,302
8703,1504,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,3,val,303
8704,1505,minimum wage,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,4,val,304
8705,1506,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,5,val,305
8706,1507,minimum wage,Opposing argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,10.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,6,val,306
8707,1508,minimum wage,Supporting argument,20 or below,Some college but no degree,White,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,7,val,307
8708,1509,minimum wage,Non-argument,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,8,val,308
8709,1510,minimum wage,Non-argument,31-40,Some college but no degree,White,5.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,9,val,309
8710,1511,minimum wage,Supporting argument,31-40,Some college but no degree,White,5.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,10,val,310
8711,1512,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,11,val,311
8712,1513,minimum wage,Supporting argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,12,val,312
8713,1514,minimum wage,Opposing argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,13,val,313
8714,1515,minimum wage,Opposing argument,31-40,Some college but no degree,"White,Other race, ethnicity or origin",8.0,Very well,Yes,3,1,conservative,FC,female,Argument_for,1,14,val,314
8715,1516,minimum wage,Opposing argument,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,American Indian or Alaska Native",10.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,15,val,315
8716,1517,minimum wage,Non-argument,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,16,val,316
8717,1518,minimum wage,Supporting argument,31-40,Some college but no degree,"White,Other race, ethnicity or origin",8.0,Very well,Yes,3,1,conservative,FC,female,Argument_for,1,17,val,317
8718,1519,minimum wage,Non-argument,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,American Indian or Alaska Native",10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,18,val,318
8719,1520,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,19,val,319
8720,1521,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,20,val,320
8721,1522,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,21,val,321
8722,1523,minimum wage,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,22,val,322
8723,1524,minimum wage,Supporting argument,31-40,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,23,val,323
8724,1525,minimum wage,Non-argument,21-30,Some college but no degree,White,9.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,24,val,324
8725,1526,minimum wage,Non-argument,20 or below,Some college but no degree,White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,25,val,325
8726,1527,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,26,val,326
8727,1528,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,27,val,327
8728,1529,minimum wage,Supporting argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,4.0,Very well,Yes,3,1,conservative,FC,female,Argument_for,1,28,val,328
8729,1530,minimum wage,Non-argument,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,American Indian or Alaska Native",10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,29,val,329
8730,1531,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,30,val,330
8731,1532,minimum wage,Supporting argument,31-40,Some college but no degree,White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,31,val,331
8732,1533,minimum wage,Supporting argument,51 or above,"Professional School Degree (For example: MD,DDS,DVM,LLB,JD)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,32,val,332
8733,1534,minimum wage,Non-argument,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,33,val,333
8734,1535,minimum wage,Supporting argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,34,val,334
8735,1536,minimum wage,Supporting argument,41-50,Associate degree in college - Occupational/vocational program,White,8.0,Very well,Yes,3,1,conservative,FC,female,Argument_for,1,35,val,335
8736,1537,minimum wage,Non-argument,41-50,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,36,val,336
8737,1538,minimum wage,Supporting argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,37,val,337
8738,1539,minimum wage,Supporting argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,10.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,38,val,338
8739,1540,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,39,val,339
8740,1541,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,40,val,340
8741,1542,minimum wage,Opposing argument,20 or below,Some college but no degree,Native Hawaiian or Pacific Islander,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,41,val,341
8742,1543,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,42,val,342
8743,1544,minimum wage,Non-argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,43,val,343
8744,1545,minimum wage,Non-argument,51 or above,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,44,val,344
8745,1546,minimum wage,Supporting argument,20 or below,Some college but no degree,White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,45,val,345
8746,1547,minimum wage,Opposing argument,21-30,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,46,val,346
8747,1548,minimum wage,Supporting argument,31-40,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,47,val,347
8748,1549,minimum wage,Non-argument,31-40,Some college but no degree,"White,Other race, ethnicity or origin",8.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,48,val,348
8749,1550,minimum wage,Non-argument,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,American Indian or Alaska Native",10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,49,val,349
8750,1551,minimum wage,Opposing argument,21-30,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,810,train,350
8751,1552,minimum wage,Supporting argument,31-40,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,268,train,351
8752,1553,minimum wage,Opposing argument,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,American Indian or Alaska Native",10.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1375,train,352
8753,1554,minimum wage,Opposing argument,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1321,train,353
8754,1555,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,614,train,354
